79;168;24;167;VERL;x;
80;0;27;40;NERESHEIM;x;
81;42;30;168;PRIE;x;
82;84;33;41;HOOGEMEER;x;
83;126;36;169;SCHILDERHEIM;x;
84;168;39;42;REINSFELD;x;
85;0;42;170;KOENIGSEE;x;
86;42;45;43;GARMDEK;x;
87;84;48;171;USLAR;x;
88;126;51;44;MERXHEIM;x;
89;168;54;172;UHLAND;x;
90;0;57;45;LEMGO;x;
91;42;60;173;WEINHEIM;x;
92;84;63;46;BLOKDOORN;x;
93;126;66;174;EILHART;x;
94;168;69;47;MAISBERG;x;
95;0;72;175;AHLSEE;x;
96;42;75;48;MELLERFELDEN;x;
97;84;78;176;OSBURG;x;
98;126;81;49;USSINGEN;x;
99;168;84;177;PLAUE;x;
100;0;87;50;SCHAERTETTEN;x;
101;42;90;178;HEIDESTADT;x;
102;84;93;51;ALSSTEDT;x;
103;126;96;179;REVENSTEIN;x;
104;168;99;52;HELMGART;x;
105;0;102;180;NEUTTING;x;
106;42;105;53;TAALS_HORN;x;
107;84;108;181;MOERLENFURT;x;
108;126;111;54;GEISSBACH;x;
109;168;114;182;MEMMINGEN;x;
110;0;117;55;MEPPEN;x;
111;42;120;183;FREIENWALDE;x;
112;84;123;56;RANKMARKT;x;
113;126;126;184;SCHWACHHOF;x;
114;168;129;57;HAUTEBAD;x;
115;0;132;185;DRACHENFELS;x;
116;42;135;58;WITTGENSTEIN;x;
117;84;138;186;WITTGENDORF;x;
118;126;141;59;GANDERSHEIM;x;
119;168;144;187;BRACKENHEIM;x;
120;0;147;60;MENEBACH;x;
121;42;150;188;ALLZACH;x;
122;84;153;61;ODERHOLZ;x;
123;126;156;189;GRUNBURG;x;
124;168;159;62;WOERLITZ;x;
125;0;162;190;DIESDORF;x;
126;42;165;63;AUSSER;x;
127;84;168;191;WETZLER;x;
128;126;171;64;WIEHL;x;
129;168;174;192;MARKTLEHUEN;x;
130;0;177;65;BRUMAIBRUCK;x;
131;42;180;193;RANKSTADT;x;
132;84;183;66;SCHMALMOLD;x;
133;126;186;194;UMMERFURT;x;
134;168;189;67;SILBERWURT;x;
135;0;192;195;EISENBACH;x;
136;42;195;68;BLUTSTEIN;x;
137;84;198;196;STOCKHAUSEN;x;
138;126;201;69;RICHTENBRUECK;x;
139;168;204;197;AUERSWALD;x;
140;0;207;70;ROTTFURT;x;
141;42;210;198;FREYBURG;x;
142;84;0;71;UNSTRUT;x;
143;126;3;199;FLUSSBERG;x;
144;168;6;72;UBERSREIK;x;
145;0;9;200;HUEGELDAL;x;
146;42;12;73;LACHENBAD;x;
147;84;15;201;HERSFELD;x;
148;126;18;74;FORT_OF_GREY_LADY;x;
149;168;21;202;RHEITAL;x;
150;0;24;75;DUNKELBURG;x;
151;42;27;203;BACKNANG;x;
152;84;30;76;GEMUSENBAD;x;
153;126;33;204;ESCHWEGE;x;
154;168;36;77;SCHATTENTAL;x;
155;0;39;205;STIMMIGEN;x;
156;42;42;78;LILAHALLE;x;
157;84;45;206;HOLGAU;x;
158;126;48;79;GRISSENWALD;x;
159;168;51;207;ROHRHAUSEN;x;
160;0;54;80;GRUND;x;
161;42;57;208;WISSENBURG;x;
162;84;60;81;MASELHOF;x;
163;126;63;209;WENINGEN;x;
164;168;66;82;DOTTERNBACH;x;
165;0;69;210;HALGERBACH;x;
166;42;72;83;DURBHEIM;x;
167;84;75;211;HINKEND;x;
168;126;78;84;WURMGRUBE;x;
169;168;81;212;MEISSEN;x;
170;0;84;85;AUGGEN;x;
171;42;87;213;HEISENBERG;x;
172;84;90;86;BEESKOW;x;
173;126;93;214;KELGARD;x;
174;168;96;87;TRULBEN;x;
175;0;99;215;SALMFAHRE;x;
176;42;102;88;WUSTERBERG;x;
177;84;105;216;EIGENHOF;x;
178;126;108;89;ROTENBACH;x;
179;168;111;217;SEGEBERG;x;
180;0;114;90;RAUENBUEREN;x;
181;42;117;218;KULMAISTEIN;x;
182;84;120;91;KREUTZHOFEN;x;
183;126;123;219;WEILERBURG;x;
184;168;126;92;TIERHUEGEL;x;
185;0;129;220;OSHAUSEN;x;
186;42;132;93;KELL;x;
187;84;135;221;SONNEFURT;x;
188;126;138;94;PFEILDORF;x;
189;168;141;222;ELZACH;x;
190;0;144;95;SEXAU;x;
191;42;147;223;MAUCHEN;x;
192;84;150;96;WITTENHAUSEN;x;
193;126;153;224;FLUORIN;x;
194;168;156;97;GESCHBURG;x;
195;0;159;225;ALTHAUSEN;x;
196;42;162;98;PFORZEN;x;
197;84;165;226;HURLACH;x;
198;126;168;99;MOASACH;x;
199;168;171;227;STAIG;x;
200;0;174;0;ELLWANGEN;x;
201;42;177;128;BALLENHOF;x;
202;84;180;1;AHAUS;x;
203;126;183;129;HEINSEBRUCK;x;
204;168;186;2;POHLESTEIN;x;
205;0;189;130;OSTERZELL;x;
206;42;192;3;ERBSHAUSEN;x;
207;84;195;131;STEINGART;x;
208;126;198;4;MENDELHOF;x;
209;168;201;132;SOCHTENAU;x;
210;0;204;5;ROHRHOF;x;
211;42;207;133;EPPISWALD;x;
212;84;210;6;BEDERNAU;x;
213;126;0;134;PAHL;x;
214;168;3;7;KROPPENLEBEN;x;
215;0;6;135;KOLBHUEGEL;x;
216;42;9;8;UMMENBACH;x;
217;84;12;136;ZURCONA;x;
218;126;15;9;DELMENBURG;x;
219;168;18;137;STENEUBERG;x;
220;0;21;10;AVERBURG;x;
221;42;24;138;AVERHEIM;x;
222;84;27;11;VETSCHAU;x;
223;126;30;139;SPREEWALD;x;
224;168;33;12;HEIDECK;x;
225;0;36;140;THURNDORF;x;
226;42;39;13;PRESSATH;x;
227;84;42;141;STREISSEN;x;
228;126;45;14;GORLITZ;x;
229;168;48;142;KERPEN;x;
230;0;51;15;ROMROD;x;
231;42;54;143;SIEGENHAUSEN;x;
232;84;57;16;LENGENFELD;x;
233;126;60;144;AHRENSBURG;x;
234;168;63;17;BAYREUTH;x;
235;0;66;145;GEBENBACH;x;
236;42;69;18;COLMFAEHRE;x;
237;84;72;146;BARUTH;x;
238;126;75;19;GRUENSFELD;x;
239;168;78;147;VOLSBACH;x;
240;0;81;20;THANN;x;
241;42;84;148;KRNEUZING;x;
242;84;87;21;BERNLOCH;x;
243;126;138;49;GARDING;x;
244;168;93;22;FEHMAN;x;
245;0;96;150;DONZDORF;x;
246;42;99;23;LENERUCK;x;
247;84;102;151;WUPPERTAL;x;
248;126;105;24;RHENS;x;
249;168;108;152;LONGINGBRUCK;x;
250;0;111;25;AGBEITEN;x;
251;42;114;153;HAMMELBURG;x;
252;84;117;26;GESEKE;x;
253;126;120;154;ESSING;x;
254;168;123;27;PFUNGZIG;x;
255;0;126;155;ZELL;x;
256;42;129;28;DIETFURT;x;
257;84;132;156;HUTTEN;x;
258;126;135;29;HOCHELEBEN;x;
259;168;138;157;BRUEL;x;
260;0;141;30;SPALT;x;
261;42;144;158;GRENZSTADT;x;
262;84;147;31;LOBENSTEIN;x;
263;126;150;159;BETZENSTEIN;x;
264;168;153;32;INGELFINGEN;x;
265;0;156;160;HEMAU;x;
266;42;159;33;GARBSEN;x;
267;84;162;161;RHON;x;
268;126;165;34;SCHREBENSHEIM;x;
269;168;168;162;KUFSILL;x;
270;0;171;35;VOSSHEIM;x;
271;42;174;163;BLACK_FIRE_PASS;x;
272;84;177;36;SIGMARINGEN;x;
273;126;180;164;GEIHSELHOFF;x;
274;168;183;37;KAUNITZ;x;
275;0;186;165;SCHRAMLEBEN;x;
276;42;189;38;BRIGSTADT;x;
277;84;192;166;MITTLENBURG;x;
278;126;195;39;ZEVEN;x;
279;168;198;167;SCHEER;x;
280;0;201;40;OSTRINGEN;x;
281;42;204;168;HERBEUREN;x;
282;84;207;41;KLOSTERDENZ;x;
283;126;210;169;RAMSAU;x;
284;168;0;42;KIRCHAM;x;
285;0;3;170;BLUTDORF;x;
286;42;6;43;FLENSBURG;x;
287;84;9;171;LOCHEN;x;
288;126;12;44;MELLRICHSTADT;x;
289;168;15;172;WOLFSBACH;x;
290;0;18;45;CHROBOK;x;
291;42;21;173;RUSSBACH;x;
292;84;24;46;WOERDERN;x;
293;126;27;174;NUSSBACH;x;
294;168;30;47;FRANZEN;x;
295;0;33;175;VIGAUN;x;
296;42;36;48;PURGG;x;
297;84;39;176;KLAM;x;
298;126;42;49;PRAMET;x;
299;43;81;138;OBERWIL;x;
300;0;48;50;MUNZHAUSEN;x;
301;42;51;178;LANGERSTEIN;x ;
302;84;54;51;ELMBERG;x ;
303;126;57;179;WURTBAD;x;
304;168;60;52;BIBERHOF;x;
305;0;63;180;JULBACH;x;
306;42;66;53;TARSHOF;x;
307;84;69;181;SONNINGWIESE;x;
308;126;72;54;OEHLING;x;
309;168;75;182;SCHOLLACH;x;
310;0;78;55;NIEDLING;x;
311;42;81;183;MURIESTE;x;
312;84;84;56;HELDENHAME;x;
313;126;87;184;RAAB;x;
314;168;90;57;GABLITZ;x;
315;0;93;185;MARBURG;x;
316;42;96;58;STEINBACHTHAL;x;
317;84;99;186;VORDERBERGEN;x;
318;126;102;59;ZIPF;x; 
319;168;105;187;THALHEIM;x;
320;0;108;60;DECHSTEIN;x;
321;42;111;188;TOLLHEIM;x;
322;84;114;61;VANCE;x;
323;126;117;189;OBERSTYRE;x;
324;168;120;62;SIEGFRIEDHOF;x;
325;0;123;190;UFLHEIM;x;
326;42;126;63;ESCHENSTIR;x;
327;84;129;191;STIRFAEHRE;x;
328;126;132;64;MORRFEN;x;
329;168;135;192;VIERSTEIN;x;
330;0;138;65;STERNIESTE;x;
331;42;141;193;LICHENHEIM;x;
332;84;144;66;KOENIGSTEIN;x;
333;126;147;194;UNTERWOLD;x;
334;168;150;67;SWARTZHAFEN;x;
335;0;153;195;BYLORHOF;x;
336;42;156;68;ARFEIT;x;
337;84;159;196;BYLORHOF_MARSH;x; #IMPASSABLE
338;126;162;69;FALLOW_HILLS;x; #IMPASSABLE
339;168;165;197;LEICHEBERG;x; 
340;0;168;70;VARGRAVIA;x;
341;42;171;198;FOLBURG;x;
342;84;174;71;NAUBONUM;x;
343;126;177;199;BRACHER;x;
344;168;180;72;KLEIBERSDORF;x;
345;0;183;200;HILLESHEIM;x;
346;42;186;73;WACHTURM;x;
347;84;189;201;KIRCHHAUS;x;
348;126;192;74;KONRADSWACHE;x;
349;168;195;202;AMONENBURG;x;
350;0;198;75;ASLAR;x;
351;42;201;203;VLADIS;x;
352;84;204;76;VASSEL;x;
353;126;207;204;STOODHOF;x;
354;168;210;77;AVERRIDGE;x;
355;0;0;205;GADD;x;
356;42;3;78;POYSDENZ;x;
357;84;6;206;CASTLE_TEMPELHOF;x;
358;126;9;79;TEMPELHOF;x;
359;168;12;207;GERHOF;x;
360;0;15;80;GRIM_MOOR;x;
361;42;18;208;NACHTHAFEN;x;
362;84;21;81;NACHTSCHLOSSE;x;
363;126;24;209;GALLHOF;x ;
364;168;27;82;GALLERSCHLOSSE;x;
365;0;30;210;SENKEHOF;x;
366;42;33;83;PFAFFBACH;x;
367;84;36;211;CASTLE_SENKEHOF;x;
368;126;39;84;CASTLE_DRAKENHOF;x;
369;168;42;212;DRAKENHOF;x;
370;0;45;85;THE_RED_ABBY;x;
371;42;48;213;VANHALDENSCHLOSSE;x;
372;84;51;86;VANHALDENHOF;x;
373;126;54;214;HELFURT;x;
374;168;57;87;KRONDORF;x;
375;0;60;215;MIKALDORF;x;
376;42;63;88;ESCHEN;x;
377;84;66;216;STEPHANSDORP;x;
378;126;69;89;HEL_FENN;x;
379;168;72;217;SCHLOSS_WARTENHOF;x;
380;0;75;90;WARTENHOF;x;
381;42;78;218;ERKRATH;x;
382;84;81;91;WALDENHOF;x;
383;126;84;219;HUNDHAM;x;
384;168;87;92;THYRNAN;x;
385;0;90;220;REGAKHOF;x;
386;42;93;93;SEPPEL;x ;
387;84;96;221;LICHTENWORT;x;
388;126;99;94;TORPIN;x;
389;168;102;222;WERDER;x;
390;0;105;95;GARNDORF;x;
391;42;108;223;PRIESTLICHEIM;x;
392;84;111;96;RAMSEN;x;
393;126;114;224;VOLGEN;x;
394;168;117;97;KORTLHEIM;x;
395;0;120;225;KLEPZIG;x ;
396;42;123;98;RAVENSTEIN;x;
397;84;126;226;LUGDORF;x;
398;126;129;99;SARNO;x;
399;168;132;227;ZURIN;x;
400;0;135;0;WIEDEBACH;x;
401;42;138;128;SCHIFFELLWALD;x;
402;84;141;1;PORRENLINGEN;x;
403;126;144;129;KARWE;x;
404;168;147;2;TROTAL;x;
405;0;150;130;STOCKTAL;x;
406;42;153;3;SEYDLITZ;x;
407;84;156;131;NARNBURG;x;
408;126;159;4;KOLPINBRUCK;x;
409;168;162;132;GUETTOW;x;
410;0;165;5;ABTERODE;x;
411;42;168;133;KAUPEN;x;
412;84;171;6;HERHURN;x;
413;126;174;134;UNTERBAUM;x;
414;168;177;7;WELLEBORN;x;
415;0;180;135;TREBBUS;x;
416;42;183;8;FLEY;x;
417;84;186;136;BELLINSIEDELN;x;
418;126;189;9;MISSEN;x;
419;168;192;137;GOSTAHOF;x;
420;0;195;10;SYDOW;x;
421;42;198;138;RANGENHOF;x;
422;84;201;11;RUDOLPHSHAN;x;
423;126;204;139;DORMOELSEN;x;
424;168;207;12;OBELHEIM;x;
425;0;210;140;RADDIS;x;
426;42;0;13;HORNO;x;
427;84;3;141;BADAU;x;
428;126;6;14;ZUETZEN;x;
429;168;9;142;SCHWARZENHEIM;x;
430;0;12;15;BENESTADT;x;
431;42;15;143;KUESEL;x;
432;84;18;16;LOCHRAFURT;x;
433;42;87;63;TEUPITZ;x;
434;168;24;17;DREETZ;x;
435;0;27;145;BEK;x;
436;42;30;18;VIENAU;x;
437;84;33;146;FREITAL;x;
438;126;36;19;AHLBECK;x;
439;168;39;147;HARTSCHWAND;x;
440;0;42;20;BRATIAN;x;
441;42;45;148;GRUENWALD;x;
442;84;48;21;KLEINTAL;x;
443;126;51;149;TRAUSTADT;x;
444;168;54;22;DEXBACH;x;
445;0;57;150;OHAUSEN;x;
446;42;60;23;LOTHE;x;
447;84;63;151;KAPPELBURG;x;
448;126;66;24;ENGELBERG;x;
449;168;69;152;ERTBURG;x;
450;0;72;25;STEINISHAUS;x;
451;42;75;153;LOTHRASTEIN;x;
452;84;78;26;STRATENHEIM;x;
453;126;81;154;HAMMETWEIL;x;
454;168;84;27;NIEBULL;x;
455;0;87;155;GROSTENBERG;x;
456;42;90;28;TRAUTENAU;;
457;84;93;156;NEUHEIM;;
458;126;96;29;SABRITZ;x;
459;168;99;157;KRUGENHEIM;x;
460;0;102;30;GERSDORF;x;
461;42;105;158;HAZELHOF;x;
462;84;108;31;TAUER;x;
463;126;111;159;SULZDORF;x;
464;168;114;32;OSSINO;x;
465;0;117;160;DOHNA;x;
466;42;120;33;RADISCHE;x;
467;84;123;161;LIESKE;x;
468;126;126;34;HERMDORF;x;
469;168;129;162;GAENSERNBIRGE;x;
470;0;132;35;MORDHEIM;x;
471;42;135;163;SIGMARSSTEIN;x;
472;84;138;36;STEINHARDTGARTEN;x;
473;126;141;164;HASELHOF;x;
474;168;144;37;ENDONSPLATZ;x;
475;0;147;165;KAIDORF;x;
476;42;150;38;GOTTARDPLATZ;x;
477;84;153;166;BORKRUM;x;
478;126;156;39;DOLZSCHEN;x;
479;168;159;167;DORNA;x;
480;0;162;40;RUGENBUTTLE;x;
481;42;165;168;VELDEN;x;
482;84;168;41;GROSS_SELON;x;
483;126;171;169;WEILHEIM;x;
484;168;174;42;MENSHENFRESSERHOFFEN;x;
485;0;177;170;KUBEL;x;
486;42;180;43;BIERSLAHOF;x;
487;84;183;171;SEUTHES;x;
488;126;186;44;TROSSINGEN;x;
489;168;189;172;BECHAFEN;x;
490;0;192;45;REITWEN;x;
491;42;195;173;REMER;x;
492;84;198;46;GREDING;x;
493;126;201;174;FORTENHAF;x;
494;168;204;47;GERDOUEN;x;
495;0;207;175;MUCKENHOF;x;
496;42;210;48;ZEISHOLZ;x;
497;84;0;176;ESSEN;x;
498;126;3;49;SAALBURG;x;
499;168;6;177;KITZHOFEN;x;
500;0;9;50;CARLSBRUCK;x;
501;42;12;178;RADINAN;x;
502;84;15;51;VANHELTOR;x;
503;126;18;179;GERAU;x;
504;168;21;52;KOLHOV;x;
505;0;24;180;BAHLKURK;x;
506;42;27;53;HELMBRECHTS;x;
507;84;30;181;ENERUCK;x;
508;126;33;54;BERLNER;x;
509;168;36;182;ALLZONA;x;
510;0;39;55;LADEFELD;x;
511;42;42;183;CUXHUDE;x;
512;84;45;56;RHEDEN;x;
513;126;48;184;BUTZBACH;x;
514;168;51;57;DETTELHOLZ;x;
515;0;54;185;TEUTOBERGERWALD;x;
516;42;57;58;WAISCHEHEIM;x;
517;84;60;186;TREMAISTEIN;x;
518;126;63;59;NEUNHAUSEN;x;
519;168;66;187;RUNDESPITZE;x;
520;0;69;60;BASSUM;x;
521;42;72;188;AICHACH;x;
522;84;75;61;KRAUTENFELD;x;
523;126;78;189;NAGENHOF;x;
524;168;81;62;OSTERWALD;x;
525;0;84;190;MIELAU;x;
526;126;21;144;NACHTDORF;x;
527;84;90;191;EISENTAL;x;
528;126;93;64;SCHLOSS_REGAK;x;
529;168;96;192;REGAKHOF;x;
530;0;99;65;MESSINGHOF;x;
531;42;102;193;JENZWALDEN;x;
532;84;105;66;HENEUFELS;x;
533;126;108;194;ZHERDENSCHLOSSE;x;
534;168;111;67;ZHERDEN;x;
535;0;114;195;HERGIG;x;
536;42;117;68;MUDEN;x;
537;84;120;196;ESTORF;x;
538;126;123;69;BERGENDORF;x;
539;168;126;197;LAUBACH;x;
540;0;129;70;WANNSINGEN;x;
541;42;132;198;GRUYDEN;x;
542;84;135;71;LANGWEISE;x;
543;126;138;199;BARWEDEL;x;
544;168;141;72;LENNEHOFEN;x;
545;0;144;200;ZIERENSTEN;x;
546;42;147;73;HAVEL;x;
547;84;150;201;KNITTLINGEN;x;
548;126;153;74;LUMAIBRUCK;x;
549;168;156;202;KRUDENWALD;x;
550;0;159;75;BERGSBURG;x;
551;42;162;203;AHRESDORF;x;
552;84;165;76;GARSSEN;x;
553;126;168;204;BATTENHEIM;x;
554;168;171;77;HEEDENHOF;x;
555;0;174;205;GERZEN;x;
556;42;177;78;FLASCHFURT;x;
557;84;180;206;WOLFENBACH;x;
558;126;183;79;FORT_SCHIPPEL;x;
559;168;186;207;KOERIN;x;
560;0;189;80;BREDER;x;
561;42;192;208;EICHEWALDCHEN;x;
562;84;195;81;STOCKBUEHEL;x;
563;126;198;209;LINDOW;x;
564;168;201;82;JERICHOW;x;
565;0;204;210;BUERLUG;x;
566;42;207;83;VODF;x;
567;84;210;211;DETTELBACH;x;
568;126;0;84;URZENBURG;x;
569;168;3;212;BRASS_KEEP;x;
570;0;6;85;MELKHIORS_TOWER;x;
571;42;9;213;LEYDENHOVE;x;
572;84;12;86;SALFEN;x;
573;126;15;214;FAULIGMERE;x;
574;168;18;87;ZANDT;x;
575;0;21;215;RUTTEN;x;
576;42;24;88;DIDEM;x;
577;84;27;216;NEUOTTING;x;
578;126;30;89;GASSE;x;
579;168;33;217;USINGEN;x;
580;0;36;90;ANBRUGES;x;
581;42;39;218;COURTRIERS;x;
582;84;42;91;ALMSHOVEN;x;
583;126;45;219;BROEKWATER;x;
584;168;48;92;BUSSUM;x;
585;0;51;220;NIEUWFORT;x;
586;42;54;93;VOLLENMOND;x;
587;84;57;221;KLESSEN;x;
588;126;60;94;KALKAAT;x;
589;168;63;222;MELICK;x;
590;0;66;95;HALSDORPH;x;
591;42;69;223;MARKENBINNEN;x;
592;84;72;96;OUDESLUIS;x;
593;126;75;224;WIJDENES;x;
594;168;78;97;LANDSTADT;x;
595;0;81;225;ALSTAD;x;
596;42;84;98;NOORDBEEMSTER;x;
597;84;87;226;TERDIEK;x;
598;126;90;99;SNEEUWDORP;x;
599;168;93;227;DOETINWARD;x;
600;0;96;0;VENHUIZEN;x;
601;42;99;128;VOGOLENZANG;x;
602;84;102;1;MEDEMNEUZEN;x;
603;126;105;129;FORT_SOLACE;x;
604;168;108;2;HARENSKARPEL;x;
605;0;111;130;KRIEL;x;
606;42;114;3;MIDDENMEER;x;
607;84;117;131;OOSTZAAN;x;
608;126;120;4;URSEM;x;
609;168;123;132;WINTERHOVEN;x;
610;0;126;5;AARNAU;x;
611;42;129;133;DIEVER;x;
612;84;132;6;HOLLUM;x;
613;126;135;134;VATROP;x;
614;168;138;7;ZAANSTAD;x;
615;0;141;135;HARSKAMP;x;
616;42;144;8;LOENEN;x;
617;84;147;136;OOSTOLD;x;
618;126;150;9;STEDUM;x;
619;168;153;137;VASSE;x;
620;0;156;10;GIETEN;x;
621;42;159;138;VELSEN;x;
622;84;162;11;WOUDUIN_TOLLSTATION;x;
623;126;165;139;GORSSEL;x;
624;168;168;12;CASTRICUM;x;
625;0;171;140;WESTERDORP;x;
626;42;174;13;ROTTERRADE;x;
627;84;177;141;HILVERHOF;x;
628;126;180;14;BREDEVOORT;x;
629;168;183;142;HOOGEDAAL;x;
630;0;186;15;LEEUWNINGEN;x;
631;42;189;143;AMSTERHUIZEN;x;
632;84;192;16;ANKEEVEN;x;
633;126;195;144;HALFWEG;x;
634;168;198;17;GENEVORDEN;x;
635;0;201;145;TELTOW;x;
636;42;204;18;RERIK;x;
637;84;207;146;GOGNAN;x;
638;126;210;19;MONTSEAU;x;
639;168;0;147;SOINAU;x;
640;0;3;20;SAAR;x;
641;42;6;148;HUUZEL;x;
642;84;9;21;SALLIZES;x;
643;126;12;149;CERGE;x;
644;168;15;22;GRAVE;x;
645;0;18;150;LEMINE;x;
646;42;21;23;MEDIVAUD;x;
647;84;24;151;DORNHAN;x;
648;126;27;24;FORT_KARLS;x;
649;168;30;152;SANKT_VEIT;x;
650;0;33;25;NIEUWSTAD;x;
651;42;36;153;SLODRECHT;x;
652;84;39;26;ALSINGEN;x;
653;126;42;154;HEERENBURG;x;
654;168;45;27;FORT_BERGBRES;x;
655;0;48;155;SINZIG;x;
656;42;51;28;SCHADELBRUCK;x;
657;84;54;156;SIGMARS_LIGHT;x;
658;126;57;29;MANAANS_TEETH;x;
659;168;60;157;MAINBURG;x;
660;0;63;30;SCHAUKELN;x;
661;42;66;158;IDSTEIN;x;
662;84;69;31;KENEUFELS;x;
663;126;72;159;HADERSTED;x;
664;168;75;32;SALZENMUND;x;
665;0;78;160;OLDENLITZ;x;
666;42;81;33;GRAFENRICH;x;
667;84;84;161;BEECKERHOVEN;x;
668;126;87;34;SILVER_HILLS;x;
669;168;90;162;DEMST;x;
670;0;93;35;GELNHAUSEN;x;
671;42;96;163;KRNEUBACH;x;
672;84;99;36;MORAUDORF;x;
673;126;102;164;HOLSTESTRUP;x;
674;168;105;37;HARGENDORF;x;
675;0;108;165;BEILEN;x;
676;42;111;38;UEBLINGEN;x;
677;84;114;166;SCHLAGHUEGEL;x;
678;126;117;39;KURTWALLEN;x;
679;168;120;167;TRAUNREUT;x;
680;0;123;40;TROSTBERG;x;
681;42;126;168;WILDBERG;x;
682;84;129;41;GOLEBRUCK;x;
683;126;132;169;MIESEHOFEN;x;
684;168;135;42;DIETERSHAFEN;x;
685;0;138;170;ZWEEDORF;x;
686;42;141;43;NEUES_EMSKRANK;x;
687;84;144;171;HEILIGDORF;x;
688;126;147;44;NORDEN;x;
689;168;150;172;OCKHOLM;x;
690;0;153;45;BEELEN;x;
691;42;156;173;GELTING;x;
692;84;159;46;DORFMARK;x;
693;126;162;174;DUNSEN;x;
694;168;165;47;MARKLOHE;x;
695;0;168;175;FROTE;x;
696;42;171;48;VOHENGRIES;x;
697;84;174;176;LIMSHOF;x;
698;126;177;49;SCHUTEN;x;
699;168;180;177;MARKTBURG;x;
700;0;183;50;TROMLAND;x;
701;42;186;178;GROENTORP;x;
702;84;189;51;WITTENHAN;x;
703;126;192;179;STAVERN;x;
704;168;195;52;ALFHAUSEN;x;
705;0;198;180;LUFTBERG;x;
706;42;201;53;WILHELMSKOOG;x;
707;84;204;181;KRALLE;x;
708;126;207;54;EFEUAST;x;
709;168;210;182;SCHAUDEREICHE;x;
710;0;0;55;STOLZKLOTZ;x;
711;42;3;183;REHKITZPFORTE;x;
712;84;6;56;WEIDEHOHL;x;
713;126;9;184;HIRSCHLICHTUNG;x;
714;168;12;57;UTELHEIM;x;
715;0;15;185;MOOSDORF;x;
716;42;18;58;WOLFERZAHN;x;
717;84;21;186;PILZERING;x;
718;126;24;59;LEHMIGSTADT;x;
719;168;27;187;FLECHTEHOF;x;
720;0;30;60;HOLGELSE;x;
721;42;33;188;BAIERSEDORF;x;
722;84;36;61;AARSTRUP;x;
723;126;39;189;CARROBURG;x;
